statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR197;Ahrweiler;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22888;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR122;Gelsenkirchen;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;77,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR122;Gelsenkirchen;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;204560;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR183;Groß-Gerau;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR183;Groß-Gerau;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;59075;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR107;Neuss I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;14,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR107;Neuss I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;44284;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR171;Lahn-Dill;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;89,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR171;Lahn-Dill;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;243755;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR004;Rendsburg-Eckernförde;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;93,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR004;Rendsburg-Eckernförde;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;238225;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR053;Göttingen I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR053;Göttingen I;STAZG1;Staatsangehörigkeit;;Insgesamt;284723;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR055;Bremen II - Bremerhaven;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR055;Bremen II - Bremerhaven;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;75577;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR006;Plön - Neumünster;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR006;Plön - Neumünster;STAZG1;Staatsangehörigkeit;;Insgesamt;221374;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR124;Bottrop - Recklinghausen III;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;88,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR124;Bottrop - Recklinghausen III;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;236152;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR156;Görlitz;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;5,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR156;Görlitz;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;14216;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR070;Anhalt - Dessau - Wittenberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;94,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR070;Anhalt - Dessau - Wittenberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;262329;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR109;Krefeld I - Neuss II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR109;Krefeld I - Neuss II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;37798;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR225;Weilheim;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;88,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR225;Weilheim;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;199954;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR092;Köln I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR092;Köln I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;61700;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR161;Chemnitz;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;90,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR161;Chemnitz;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;216623;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR227;Landshut;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR227;Landshut;STAZG1;Staatsangehörigkeit;;Insgesamt;338013;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR043;Hannover-Land I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR043;Hannover-Land I;STAZG1;Staatsangehörigkeit;;Insgesamt;303422;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR098;Oberbergischer Kreis;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;89,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR098;Oberbergischer Kreis;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;244411;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR146;Hochsauerlandkreis;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;9,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR146;Hochsauerlandkreis;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;25737;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR215;Ingolstadt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;85,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR215;Ingolstadt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;288440;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR173;Fulda;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR173;Fulda;STAZG1;Staatsangehörigkeit;;Insgesamt;267374;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR041;Stadt Hannover I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;80,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR041;Stadt Hannover I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;201890;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR026;Friesland - Wilhelmshaven - Wittmund;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;7,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR026;Friesland - Wilhelmshaven - Wittmund;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;16057;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR274;Heidelberg;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR274;Heidelberg;STAZG1;Staatsangehörigkeit;;Insgesamt;319085;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR264;Waiblingen;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR264;Waiblingen;STAZG1;Staatsangehörigkeit;;Insgesamt;328849;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR088;Heinsberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;87,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR088;Heinsberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;227156;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR247;Bad Kissingen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;6,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR247;Bad Kissingen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;16666;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR262;Nürtingen;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;83,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR262;Nürtingen;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;246487;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR109;Krefeld I - Neuss II;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR109;Krefeld I - Neuss II;STAZG1;Staatsangehörigkeit;;Insgesamt;274671;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR008;Segeberg - Stormarn-Mitte;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR008;Segeberg - Stormarn-Mitte;STAZG1;Staatsangehörigkeit;;Insgesamt;322494;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR189;Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;94,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR189;Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;239234;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR002;Nordfriesland - Dithmarschen Nord;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;92,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR002;Nordfriesland - Dithmarschen Nord;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;218670;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR090;Rhein-Erft-Kreis I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR090;Rhein-Erft-Kreis I;STAZG1;Staatsangehörigkeit;;Insgesamt;341292;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR094;Köln III;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;19,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR094;Köln III;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;56092;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR004;Rendsburg-Eckernförde;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR004;Rendsburg-Eckernförde;STAZG1;Staatsangehörigkeit;;Insgesamt;253637;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR195;Suhl - Schmalk.-Meiningen - Hildburgh. - Sonneberg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;5,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR195;Suhl - Schmalk.-Meiningen - Hildburgh. - Sonneberg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;15353;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR105;Düsseldorf I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR105;Düsseldorf I;STAZG1;Staatsangehörigkeit;;Insgesamt;327059;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR018;Hamburg-Mitte;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR018;Hamburg-Mitte;STAZG1;Staatsangehörigkeit;;Insgesamt;347961;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR041;Stadt Hannover I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR041;Stadt Hannover I;STAZG1;Staatsangehörigkeit;;Insgesamt;250329;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR130;Gütersloh I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;14,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR130;Gütersloh I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;46557;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR024;Aurich - Emden;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;6,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR024;Aurich - Emden;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;15832;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR010;Herzogtum Lauenburg - Stormarn-Süd;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;9,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR010;Herzogtum Lauenburg - Stormarn-Süd;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;30245;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR213;Freising;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;84,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR213;Freising;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;285284;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR055;Bremen II - Bremerhaven;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR055;Bremen II - Bremerhaven;STAZG1;Staatsangehörigkeit;;Insgesamt;332848;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR086;Aachen I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;79,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR086;Aachen I;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;206925;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR126;Coesfeld - Steinfurt II;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;92,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR126;Coesfeld - Steinfurt II;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;231692;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR245;Roth;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;8,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR245;Roth;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;25934;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR262;Nürtingen;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR262;Nürtingen;STAZG1;Staatsangehörigkeit;;Insgesamt;295788;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR175;Hochtaunus;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR175;Hochtaunus;STAZG1;Staatsangehörigkeit;;Insgesamt;253889;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR144;Hamm - Unna II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;14,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR144;Hamm - Unna II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;46399;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR187;Bergstraße;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;85,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR187;Bergstraße;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;233337;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR057;Uckermark - Barnim I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;5,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR057;Uckermark - Barnim I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;11189;Anzahl;PRS018;Personen;e
